대표번호,매장명,매장주소,시군구,시도,영업시작시간,영업종료시간,경도(Long),레코드 수,매장코드,위도(Lat)
1522-3232,공릉역,서울특별시 노원구 동일로 1081 (공릉동),노원구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.072252,1,1244,37.626337
1522-3232,서울여대,서울특별시 노원구 화랑로 621 (공릉동),노원구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.093084,1,654,37.626163
1522-3232,은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",노원구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.0759861,1,120,37.65048737
1522-3232,노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",노원구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.063617,1,540,37.654562
1522-3232,광운대,서울특별시 노원구 석계로 104 (월계동),노원구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.0607009,1,498,37.6231479
1522-3232,중계역,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",노원구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.062244,1,574,37.64817
1522-3232,노원역,"서울특별시 노원구 동일로 1413, 1층 (상계동)",노원구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.060034,1,596,37.654751
1522-3232,월계이마트,서울특별시 노원구 마들로3길 15 (월계동),노원구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.062094,1,587,37.627155
1522-3232,창동이마트,서울특별시 도봉구 노해로65길 4 (창동),도봉구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.046869,1,1511,37.651645
1522-3232,쌍문역,서울특별시 도봉구 도봉로 480 (창동),도봉구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.034783,1,698,37.648456
1522-3232,노량진동,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",동작구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,126.946537,1,1553,37.513068
1522-3232,남성역,서울특별시 동작구 사당로 219 (사당동),동작구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,126.9725739,1,1533,37.4841198
1522-3232,보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",동작구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.9233457,1,1466,37.49226213
1522-3232,이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이),동작구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,126.980047,1,1439,37.484414
1522-3232,노량진역,서울특별시 동작구 노량진로 134 (노량진동),동작구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,126.940879,1,1357,37.51339
1522-3232,신대방삼거리역,서울특별시 동작구 상도로 102 (상도동),동작구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,126.931766,1,1272,37.499914
1522-3232,중앙대,서울특별시 동작구 흑석로 75-1 (흑석동),동작구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.958125,1,1126,37.506933
1522-3232,숭실대입구역,서울특별시 동작구 상도로 354 (상도동),동작구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,126.9527123,1,1015,37.4968346
1522-3232,숭실대,서울특별시 동작구 사당로 4 (상도동),동작구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.9548891,1,10,37.49538073
1522-3232,사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",동작구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,126.9813456,1,307,37.47849216
1522-3232,서강대프라자,서울특별시 마포구 백범로 35 (신수동),마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.943096,1,1555,37.551073
1522-3232,상암YTN,서울특별시 마포구 상암산로 76 (상암동),마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.892315,1,1490,37.579183
1522-3232,마포용강동,서울특별시 마포구 토정로 295 (용강동),마포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.942209,1,1428,37.541186
1522-3232,홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동),마포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.92036,1,1322,37.554636
1522-3232,마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동),마포구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,126.953432,1,1335,37.5508
1522-3232,공덕,서울특별시 마포구 마포대로 130 (공덕동),마포구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,126.952956,1,1323,37.545913
1522-3232,합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,126.9134,1,1366,37.5509
1522-3232,홍대공항철도역,서울특별시 마포구 양화로 178 (동교동),마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.925146,1,1285,37.557491
1522-3232,마포염리,서울특별시 마포구 독막로 311 (염리동),마포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.94768,1,1123,37.543876
1522-3232,서강광흥창역,서울특별시 마포구 서강로 69 (창전동),마포구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,126.931661,1,1157,37.549377
1522-3232,합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",마포구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:30:00,126.912999,1,1079,37.54963
1522-3232,서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동),마포구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,126.941576,1,1137,37.548178
1522-3232,서교동사거리,서울특별시 마포구 양화로 105 (서교동),마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.918564,1,1031,37.553376
1522-3232,상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동),마포구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.888983,1,1069,37.58147
1522-3232,신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동),마포구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,126.934694,1,1067,37.555137
1522-3232,상암디지털큐브,서울특별시 마포구 상암산로 34,마포구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 10:00:00,126.8892477,1,910,37.5763132
1522-3232,상수역,서울특별시 마포구 독막로 88 (상수동),마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.9232158,1,943,37.5474817
1522-3232,공덕오거리,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,마포구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.9505773,1,949,37.5424641
1522-3232,서교,서울특별시 마포구 양화로 78 (서교동) 서교빌딩 1층,마포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.9169208,1,873,37.551385
1522-3232,서강대,서울특별시 마포구 백범로 23 (신수동),마포구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.9378262,1,793,37.5524584
1522-3232,상암MBC,서울특별시 마포구 성암로 267 (상암동),마포구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:30:00,126.890908,1,803,37.581297
1522-3232,홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.923654,1,680,37.557175
1522-3232,동교,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.919819,1,644,37.556928
1522-3232,애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.9555203,1,70,37.55218737
1522-3232,홍대갤러리,"서울특별시 마포구 와우산로 101, 정명빌딩 (서교동)",마포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.9248279,1,18,37.55328184
1522-3232,상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",마포구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.890684,1,88,37.577623
1522-3232,마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",마포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.9463168,1,87,37.54043451
1522-3232,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,마포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.948819,1,84,37.54145556
1522-3232,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동),마포구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.923179,1,397,37.550266
1522-3232,망원역,서울특별시 마포구 월드컵로 74 (서교동),마포구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,126.910637,1,358,37.555829
1522-3232,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,마포구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,126.953341,1,472,37.542421
1522-3232,합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:30:00,126.913848,1,546,37.551004
1522-3232,가재울뉴타운,서울 서대문구 가재울미래로 2,서대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,126.9164441,1,1510,37.5749841
1522-3232,신촌역,서울특별시 서대문구 신촌로 73 (창천동),서대문구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.934673,1,1293,37.556167
1522-3232,연희동,서울특별시 서대문구 연희로 97 (연희동),서대문구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.930475,1,1178,37.566702
1522-3232,아현역,"서울특별시 서대문구 신촌로35길 10 (북아현동, E편한세상신촌 4단지)",서대문구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,126.956058,1,1231,37.55782
1522-3232,홍제역,서울특별시 서대문구 통일로 451 (홍제동),서대문구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.943864,1,1193,37.588658
1522-3232,연세백양로,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,서대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.937529,1,993,37.562644
1522-3232,명지대,서울특별시 서대문구 거북골로 53 (남가좌동),서대문구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.9223233,1,939,37.5782618
1522-3232,연희DT,서울특별시 서대문구 연희로 144 (연희동),서대문구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.9339777,1,911,37.5702143
1522-3232,경기대,서울특별시 서대문구 충정로 53 (충정로2가),서대문구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 8:00:00,126.9646045,1,33,37.56367995
1522-3232,신촌대로,서울특별시 서대문구 신촌로 121 (창천동),서대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.9392796,1,222,37.55624543
1522-3232,신촌,서울특별시 서대문구 연세로 10-1 (창천동),서대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.9371155,1,177,37.55648577
1522-3232,이대R,서울특별시 서대문구 이화여대길 34 (대현동),서대문구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.9459643,1,149,37.55848315
1522-3232,연세종합관,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",서대문구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.9414708,1,141,37.56177145
1522-3232,이대ECC,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,서대문구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,126.94735,1,134,37.561631
1522-3232,연대,서울특별시 서대문구 연세로 35 (창천동),서대문구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,126.936727,1,443,37.558706
1522-3232,신촌아트레온,서울특별시 서대문구 신촌로 129 (창천동),서대문구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.940238,1,403,37.556505
1522-3232,충정로역,서울특별시 서대문구 충정로 23,서대문구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.963219,1,487,37.56137
1522-3232,연대동문,서울특별시 서대문구 성산로 565 (대신동),서대문구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.946273,1,453,37.566385
1522-3232,신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",서대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.938095,1,353,37.557796
1522-3232,충정타워,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",서대문구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 11:00:00,126.96411,1,326,37.559869
1522-3232,방배로,서울특별시 서초구 방배로 52 (방배동),서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,126.9994968,1,1550,37.4793434
1522-3232,강남교보타워R,서울특별시 서초구 강남대로 465 (서초동),서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.024075,1,1382,37.503789
1522-3232,방배다이치빌딩,서울특별시 서초구 방배로 114 (방배동),서초구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:30:00,126.995872,1,1362,37.484329
1522-3232,센트럴F1,서울특별시 서초구 신반포로 176 (반포동),서초구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 10:00:00,127.004395,1,1353,37.505148
1522-3232,서초역이화빌딩,서울특별시 서초구 반포대로21길 3 (서초동),서초구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,127.009126,1,1354,37.487931
1522-3232,서초구청,서울특별시 서초구 남부순환로 2557 (서초동),서초구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,127.030103,1,1324,37.484206
1522-3232,서초우성사거리,서울특별시 서초구 강남대로 343 (서초동),서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.02943,1,1301,37.493545
1522-3232,이수역사거리,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.983027,1,1236,37.48585
1522-3232,강남대로신사,서울특별시 서초구 강남대로 595 (잠원동),서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.019469,1,1192,37.51489
1522-3232,서울고속터미널,서울특별시 서초구 신반포로 194 (반포동),서초구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 10:00:00,127.005648,1,1195,37.504406
1522-3232,강남대로논현R,서울특별시 서초구 강남대로85길 5 (반포동),서초구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,127.022568,1,1205,37.507413
1522-3232,방배,서울특별시 서초구 방배로 211,서초구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.9904974,1,1013,37.491914
1522-3232,방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동),서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.9865297,1,1024,37.4934767
1522-3232,서초법원,서울특별시 서초구 서초대로 274 (서초동),서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.011875,1,1064,37.49297
1522-3232,청계산입구역,서울특별시 서초구 청계산로 203 (신원동),서초구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,127.05625,1,1051,37.447323
1522-3232,사당로데오,서울특별시 서초구 방배천로 5-4(방배동),서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,126.9821605,1,970,37.4772752
1522-3232,파미에파크R,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,서초구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 10:00:00,127.004362,1,812,37.5030521
1522-3232,교대역,서울특별시 서초구 서초중앙로 138 (서초동) 우림빌딩,서초구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,127.01394,1,792,37.494207
1522-3232,양재역,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,서초구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.0367682,1,830,37.4820475
1522-3232,논현역,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,서초구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.0205875,1,831,37.5111983
1522-3232,이수역,서울특별시 서초구 동작대로 112 (방배동),서초구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 10:00:00,126.9827403,1,811,37.4864664
